Fund,Account #,Ticker,Description,Broker,Transaction Type,Trade Date,Settle Date,Quantity,Commission,Price,Gross $,Commission $,Fees,Net $,Instrument Type,Call/Put,Contract Size,Exp Date,Strike Price,Currency,Transaction Id,TrdSign,SEC Fee,ORF Fee,OCC Fee,Portfolio,,Custodian
wsfCompoundersLO,065448128CompoundersLO.USD,UBER,"Uber Technologies, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(13),0.0100,75.0750,975.98,(0.13),(0.03),975.82,Common Stock,,,,,USD,eeeffc31be18a83241f8312cd9ef8fd3_9544849d94cd73391daf1822dea1cf69,(1),(0.03),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,XYZ,"Block, Inc. Class A",GSPT,Buy to Open,07/10/2026,07/13/2026,1,0.0100,77.3800,(77.38),(0.01),0.00,(77.39),Common Stock,,,,,USD,93cc9af49d228d613d76f83d67df8f01_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfSRC-L/S-US-1,065448128SRC-L/S-US-1.USD,NUE,Nucor Corporation,GSPT,Sell to Close,07/10/2026,07/13/2026,(34),0.0100,226.9416,7716.01,(0.34),(0.16),7715.51,Common Stock,,,,,USD,17ce65c8a91ef88bc0bb92cbce74a712_e93e8bf35476b31a0c53c83403e1dfe8,(1),(0.16),0.00,0.00,Default,,gsco
wsfSRC-L/S-US-1,9823_CROS_SRC-L/S-US-1.USD,REYN,Reynolds Consumer Products Inc,CROS,Sell to Close,07/10/2026,07/10/2026,(303),0.0000,26.2700,7959.81,(0.00),0.00,7959.81,Common Stock,,,,,USD,db158cbd088f91de017631a448064d57_da60173825a2ac93aaadd669302ff664,(1),0.00,0.00,0.00,Default,,cros
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,AR,Antero Resources Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,12,0.0100,32.7450,(392.94),(0.12),0.00,(393.06),Common Stock,,,,,USD,bd00955ba3af5bf9889f44752b3bca57_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,AR,Antero Resources Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,30,0.0100,32.7450,(982.35),(0.30),0.00,(982.65),Common Stock,,,,,USD,bd00955ba3af5bf9889f44752b3bca57_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,FLY,"Firefly Aerospace, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(429),0.0100,24.6031,10554.73,(4.29),(0.22),10550.22,Common Stock,,,,,USD,dbc5803c9243c0cc7362d74e1b062649_75daddc2f2e8e016bec80ce345b00185,(1),(0.22),0.00,0.00,TopWater,,gsco
wsfTrendli,32500395Trendli.USD,ADM,Archer-Daniels-Midland Company,CFR,Sell to Close,07/10/2026,07/13/2026,(11),0.0065,79.3550,872.91,(0.07),(0.02),872.81,Common Stock,,,,,USD,701e8127623936047d2b7782071d6706_6361e8980168257a5ca7e5f55d65d1f4,(1),(0.02),0.00,0.00,Default,,cant
wsfCompoundersV2AIGr,9823_CROS_CompoundersV2AIGr.USD,NVDA,NVIDIA Corporation,CROS,Sell to Close,07/10/2026,07/10/2026,(65),0.0000,210.9600,13712.40,(0.00),0.00,13712.40,Common Stock,,,,,USD,e747c7e535ec13fa7c7a40777bbf6177_c0b76638d970af94b23906f374bbfcd6,(1),0.00,0.00,0.00,Default,,cros
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,ED,"Consolidated Edison, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,2,0.0100,110.2550,(220.51),(0.02),0.00,(220.53),Common Stock,,,,,USD,ec3fb662dfc83a0fe96be0a3bc054bd0_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,ED,"Consolidated Edison, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,9,0.0100,110.2550,(992.29),(0.09),0.00,(992.38),Common Stock,,,,,USD,ec3fb662dfc83a0fe96be0a3bc054bd0_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,IWM,iShares Russell 2000 ETF,PREX,Short Sell,07/10/2026,07/13/2026,(36),0.0600,295.9925,10655.73,(2.16),(0.22),10653.35,Common Stock,,,,,USD,37a60a0719e4294edaaef52f81b95123_4fc362f270110ecc7ae7463f13eed099,(1),(0.22),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,WY,Weyerhaeuser Company,GSPT,Sell to Close,07/10/2026,07/13/2026,(10),0.0100,23.4505,234.51,(0.10),(0.01),234.40,Common Stock,,,,,USD,9cfef1980ee38f195565c52487304a92_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
topTrendli,065465783Trendli.USD,ISRG,"Intuitive Surgical, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(2),0.0100,404.1750,808.35,(0.02),(0.02),808.31,Common Stock,,,,,USD,04b26e6bd9d3f6d55e8fb1c62c93336a_24d570c6fac752d3882c3c281bb5641b,(1),(0.02),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,PURR,"Hyperliquid Strategies, Inc",GSPT,Buy to Cover,07/10/2026,07/13/2026,48,0.0100,7.6450,(366.96),(0.48),0.00,(367.44),Common Stock,,,,,USD,4c6bc3f5b8721acdb76cc353e9cd4eaa_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfTMT,9823_CROS_TMT.USD,PLTR,Palantir Technologies Inc. Class A,CROS,Buy to Cover,07/10/2026,07/10/2026,103,0.0000,126.7900,(13059.37),(0.00),0.00,(13059.37),Common Stock,,,,,USD,d8fc7712d1a55f78bfecececbed6b263_40ff9c573841620bd200dd5a622cf9ff,1,0.00,0.00,0.00,Default,,cros
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,ASTS,"AST SpaceMobile, Inc. Class A",GSPT,Buy to Cover,07/10/2026,07/13/2026,4,0.0100,73.2450,(292.98),(0.04),0.00,(293.02),Common Stock,,,,,USD,fdbd110d2c1ac843c02c4bc0e374683b_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,ASTS,"AST SpaceMobile, Inc. Class A",GSPT,Buy to Cover,07/10/2026,07/13/2026,274,0.0100,73.2450,(20069.13),(2.74),0.00,(20071.87),Common Stock,,,,,USD,fdbd110d2c1ac843c02c4bc0e374683b_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,TTI,"TETRA Technologies, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(1123),0.0100,9.3460,10495.56,(11.23),(0.22),10484.11,Common Stock,,,,,USD,3474f55df5cad76de1c9828e64a165a5_75daddc2f2e8e016bec80ce345b00185,(1),(0.22),0.00,0.00,TopWater,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,TTI,"TETRA Technologies, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(3769),0.0100,9.3460,35225.07,(37.69),(0.73),35186.65,Common Stock,,,,,USD,3474f55df5cad76de1c9828e64a165a5_c0988a970718c11d2ed9b306d70d45e3,(1),(0.73),0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,TTI,"TETRA Technologies, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(1521),0.0100,9.3460,14215.27,(15.21),(0.30),14199.76,Common Stock,,,,,USD,3474f55df5cad76de1c9828e64a165a5_3180773ea06483ef201569b94df6ab6a,(1),(0.30),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,ASIX,"Advansix, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,13,0.0100,20.3704,(264.82),(0.13),0.00,(264.95),Common Stock,,,,,USD,02088a8dc084609c52083d4aba0f0da5_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,TCMD,"Tactile Systems Technology, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,4,0.0100,29.5800,(118.32),(0.04),0.00,(118.36),Common Stock,,,,,USD,37e99c2552d4e6a2328e2b092d79f16d_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,USB,U.S. Bancorp,GSPT,Sell to Close,07/10/2026,07/13/2026,(3),0.0100,62.4150,187.25,(0.03),(0.01),187.21,Common Stock,,,,,USD,db7bbbd1e5692194b88fb21e4585e8be_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,NN,NextNav Inc.,GSPT,Short Sell,07/10/2026,07/13/2026,(10),0.0100,15.9500,159.50,(0.10),(0.01),159.39,Common Stock,,,,,USD,ab8591f2a230c35ad9f412c5581aa352_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,NEM,Newmont Corporation,GSPT,Sell to Close,07/10/2026,07/13/2026,(10),0.0100,95.5350,955.35,(0.10),(0.02),955.23,Common Stock,,,,,USD,7877bc1a8adb67c6bfff831bfccf55bb_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,CL,Colgate-Palmolive Company,GSPT,Sell to Close,07/10/2026,07/13/2026,(10),0.0100,91.9700,919.70,(0.10),(0.02),919.58,Common Stock,,,,,USD,351e24edf3d5f08996f66e324e5c752d_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,CPS,Cooper-Standard Holdings Inc.,GSPT,Short Sell,07/10/2026,07/13/2026,(373),0.0100,28.2403,10533.63,(3.73),(0.22),10529.68,Common Stock,,,,,USD,9f6913fc0ff09c0ee86e0574f8132cc7_75daddc2f2e8e016bec80ce345b00185,(1),(0.22),0.00,0.00,TopWater,,gsco
wsfTrendli,32500395Trendli.USD,XEL,Xcel Energy Inc.,CFR,Buy to Cover,07/10/2026,07/13/2026,729,0.0065,79.7008,(58101.88),(4.74),0.00,(58106.62),Common Stock,,,,,USD,b113cd28594b2ef73c0d03b5ea8dfa59_6361e8980168257a5ca7e5f55d65d1f4,1,0.00,0.00,0.00,Default,,cant
wsfCompoundersLO,065448128CompoundersLO.USD,ANET,Arista Networks Inc,GSPT,Sell to Close,07/10/2026,07/13/2026,(6),0.0100,185.8550,1115.13,(0.06),(0.03),1115.04,Common Stock,,,,,USD,95ce94194518f1c68242bd1410b9aeb6_9544849d94cd73391daf1822dea1cf69,(1),(0.03),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,MBC,MasterBrand Inc,GSPT,Buy to Cover,07/10/2026,07/13/2026,68,0.0100,9.2404,(628.35),(0.68),0.00,(629.03),Common Stock,,,,,USD,e7285e09bf849fabf1fdfea5f57ac65e_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,MBC,MasterBrand Inc,GSPT,Buy to Cover,07/10/2026,07/13/2026,686,0.0100,9.2404,(6338.91),(6.86),0.00,(6345.77),Common Stock,,,,,USD,e7285e09bf849fabf1fdfea5f57ac65e_c0988a970718c11d2ed9b306d70d45e3,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,MBC,MasterBrand Inc,GSPT,Buy to Cover,07/10/2026,07/13/2026,271,0.0100,9.2404,(2504.15),(2.71),0.00,(2506.86),Common Stock,,,,,USD,e7285e09bf849fabf1fdfea5f57ac65e_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,LULU,lululemon athletica inc.,PREX,Sell to Close,07/10/2026,07/13/2026,(168),0.0600,119.6533,20101.75,(10.08),(0.42),20091.25,Common Stock,,,,,USD,f4a5f8e96fa4f56628a6f78cc9ebabe4_4fc362f270110ecc7ae7463f13eed099,(1),(0.42),0.00,0.00,Default,,gsco
wsfCompoundersLO,9823_CROS_CompoundersLO.USD,CVNA,Carvana Co. Class A,CROS,Buy to Open,07/10/2026,07/10/2026,15,0.0000,65.8300,(987.45),(0.00),0.00,(987.45),Common Stock,,,,,USD,34f386dd94518421756aebfb25072b29_b1485f54808f911e5efffe5d76db4c33,1,0.00,0.00,0.00,Default,,cros
wsfCompoundersLO,065448128CompoundersLO.USD,GM,General Motors Company,GSPT,Buy to Open,07/10/2026,07/13/2026,13,0.0100,78.4800,(1020.24),(0.13),0.00,(1020.37),Common Stock,,,,,USD,5fb96603b54e4153a034f38b9abca85b_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,JOBY,"Joby Aviation, Inc.",PREX,Buy to Open,07/10/2026,07/13/2026,195,0.0300,7.7782,(1516.75),(5.85),0.00,(1522.60),Common Stock,,,,,USD,b0cb1b74036a60f2cbb7bdad089ae939_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,MO,"Altria Group, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,3,0.0100,71.2550,(213.76),(0.03),0.00,(213.79),Common Stock,,,,,USD,5e0ea5315008394ba68247f0a610887a_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,ORCL,Oracle Corporation,PREX,Buy to Cover,07/10/2026,07/13/2026,109,0.0600,141.3512,(15407.28),(6.54),0.00,(15413.82),Common Stock,,,,,USD,d790c24efeb708b8239628f5d28a8b3e_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2,9823_CROS_CompoundersV2.USD,AVO,"Mission Produce, Inc.",CROS,Buy to Cover,07/10/2026,07/10/2026,144,0.0000,13.3300,(1919.52),(0.00),0.00,(1919.52),Common Stock,,,,,USD,da546b29025cbefcee7e3af54b3d8043_4cdf1f22614b7a70ca891598abf0d0e1,1,0.00,0.00,0.00,Default,,cros
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,QXO,"QXO, Inc.",CROS,Sell to Close,07/10/2026,07/10/2026,(3),0.0000,14.9900,44.97,(0.00),0.00,44.97,Common Stock,,,,,USD,4b69918790781020341ad4e3e30bf5d0_3180773ea06483ef201569b94df6ab6a,(1),0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,ONON,On Holding AG Class A,GSPT,Sell to Close,07/10/2026,07/13/2026,(13),0.0100,38.4550,499.91,(0.13),(0.02),499.76,Common Stock,,,,,USD,ff5cf094ac20fb0ea35f62dc881ab035_75daddc2f2e8e016bec80ce345b00185,(1),(0.02),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,TREE,"LendingTree, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,9,0.0100,45.0900,(405.81),(0.09),0.00,(405.90),Common Stock,,,,,USD,51fed71dc921709faf7e8abb089f595d_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,QQQ,Invesco QQQ Trust Series I,PREX,Buy to Cover,07/10/2026,07/13/2026,5,0.0600,725.6500,(3628.25),(0.30),0.00,(3628.55),Common Stock,,,,,USD,857dbb70e549868f824ee2ab39035ab6_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,HOOD,"Robinhood Markets, Inc. Class A",GSPT,Buy to Open,07/10/2026,07/13/2026,1,0.0100,113.4900,(113.49),(0.01),0.00,(113.50),Common Stock,,,,,USD,9dc7a5e0f8021290ef85dd94a2316e33_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,USB,U.S. Bancorp,GSPT,Buy to Open,07/10/2026,07/13/2026,16,0.0100,62.4350,(998.96),(0.16),0.00,(999.12),Common Stock,,,,,USD,4927801f68d36dc9b81dd65373775ee0_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfSRC-L/S-US-1,32500395SRC-L/S-US-1.USD,REYN,Reynolds Consumer Products Inc,CFR,Sell to Close,07/10/2026,07/13/2026,(303),0.0065,26.3500,7984.05,(1.97),(0.17),7981.91,Common Stock,,,,,USD,16306cae33ccdd7e04109a946113244e_9b02a5d0f2d2850a95bf036eaa992747,(1),(0.17),0.00,0.00,Default,,cant
wsfFCMAlpha,065448128FCMAlpha.USD,GLD,SPDR Gold Shares,PREX,Buy to Cover,07/10/2026,07/13/2026,4,0.0600,376.5213,(1506.09),(0.24),0.00,(1506.33),Common Stock,,,,,USD,190b621c54ccfd37fbb418c0ff767744_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
topTrendli,065465783Trendli.USD,VZ,Verizon Communications Inc.,GSPT,Buy to Cover,07/10/2026,07/13/2026,10,0.0100,42.1250,(421.25),(0.10),0.00,(421.35),Common Stock,,,,,USD,07640577cb0eb9b88cda21f581eef9f6_24d570c6fac752d3882c3c281bb5641b,1,0.00,0.00,0.00,TopWater,,gsco
topTrendli,065465783Trendli.USD,ADM,Archer-Daniels-Midland Company,GSPT,Sell to Close,07/10/2026,07/13/2026,(3),0.0100,79.4650,238.40,(0.03),(0.01),238.36,Common Stock,,,,,USD,50553db69c2e8cf431a248af1c50c8f3_24d570c6fac752d3882c3c281bb5641b,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,ADM,Archer-Daniels-Midland Company,GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,79.4650,79.47,(0.01),(0.01),79.44,Common Stock,,,,,USD,50553db69c2e8cf431a248af1c50c8f3_9544849d94cd73391daf1822dea1cf69,(1),(0.01),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,BEN,"Franklin Resources, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(5),0.0100,33.9950,169.97,(0.05),(0.01),169.91,Common Stock,,,,,USD,4f1586ee47a0aebb98cdbdbfa7b527ee_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,SNX,TD SYNNEX Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,4,0.0100,253.4700,(1013.88),(0.04),0.00,(1013.92),Common Stock,,,,,USD,491cab6f72bfdf7687e67dbe2813f4ae_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,CSGP,"CoStar Group, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,7,0.0100,28.2157,(197.51),(0.07),0.00,(197.58),Common Stock,,,,,USD,d16be60d099de2308e6fce878a45c838_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,CSGP,"CoStar Group, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,35,0.0100,28.2157,(987.55),(0.35),0.00,(987.90),Common Stock,,,,,USD,d16be60d099de2308e6fce878a45c838_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,CSGP,"CoStar Group, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,448,0.0100,28.2157,(12640.63),(4.48),0.00,(12645.11),Common Stock,,,,,USD,d16be60d099de2308e6fce878a45c838_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,GLPI,"Gaming and Leisure Properties, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,4,0.0100,43.0200,(172.08),(0.04),0.00,(172.12),Common Stock,,,,,USD,b9e5ec3cd24795f2c41087bff803f0b0_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,GLPI,"Gaming and Leisure Properties, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,23,0.0100,43.0200,(989.46),(0.23),0.00,(989.69),Common Stock,,,,,USD,b9e5ec3cd24795f2c41087bff803f0b0_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfTMT,065448128TMT.USD,TXN,Texas Instruments Incorporated,GSPT,Buy to Cover,07/10/2026,07/13/2026,523,0.0100,311.6976,(163017.84),(5.23),0.00,(163023.07),Common Stock,,,,,USD,4e48538edb96d1bc93ddbd675a6601dd_aaeb43ff07d7bcb3d902bc50e28d72fd,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,PM,Philip Morris International Inc.,CROS,Buy to Open,07/10/2026,07/10/2026,2,0.0000,181.6200,(363.24),(0.00),0.00,(363.24),Common Stock,,,,,USD,a45ce52df913db8020ff5c44ededc2ad_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,LHX,L3Harris Technologies Inc,GSPT,Buy to Open,07/10/2026,07/13/2026,3,0.0100,289.6900,(869.07),(0.03),0.00,(869.10),Common Stock,,,,,USD,b84a69f7bba86c3514239eb752dc7365_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,VRT,Vertiv Holdings Co. Class A,GSPT,Sell to Close,07/10/2026,07/13/2026,(27),0.0100,323.6150,8737.60,(0.27),(0.18),8737.15,Common Stock,,,,,USD,68f9d411ebd020b4210f19069a00876a_75daddc2f2e8e016bec80ce345b00185,(1),(0.18),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,VRT,Vertiv Holdings Co. Class A,GSPT,Sell to Close,07/10/2026,07/13/2026,(3),0.0100,323.6150,970.85,(0.03),(0.02),970.80,Common Stock,,,,,USD,68f9d411ebd020b4210f19069a00876a_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,KLAR,Klarna Group Plc,PREX,Sell to Close,07/10/2026,07/13/2026,(20),0.0400,19.7245,394.49,(0.80),(0.01),393.68,Common Stock,,,,,USD,62545f3c82258ebfb0a47a0c57e5838d_4fc362f270110ecc7ae7463f13eed099,(1),(0.01),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,NOW,"ServiceNow, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,107.1900,107.19,(0.01),(0.01),107.17,Common Stock,,,,,USD,78dba5fcec98e4b0f73d160b4c87fde5_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,ON,ON Semiconductor Corporation,GSPT,Sell to Close,07/10/2026,07/13/2026,(11),0.0100,96.0975,1057.07,(0.11),(0.03),1056.93,Common Stock,,,,,USD,ec8330527222811119d962a3224eea62_9544849d94cd73391daf1822dea1cf69,(1),(0.03),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,OXM,"Oxford Industries, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,14,0.0100,37.3250,(522.55),(0.14),0.00,(522.69),Common Stock,,,,,USD,3a79aad4a9a57b30e33ad5454aa36f7b_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,SXI,Standex International Corporation,GSPT,Buy to Cover,07/10/2026,07/13/2026,2,0.0100,317.9361,(635.87),(0.02),0.00,(635.89),Common Stock,,,,,USD,bfc12e9816bac9c1bb91ce15aa931005_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,SXI,Standex International Corporation,GSPT,Buy to Cover,07/10/2026,07/13/2026,17,0.0100,317.9361,(5404.91),(0.17),0.00,(5405.08),Common Stock,,,,,USD,bfc12e9816bac9c1bb91ce15aa931005_c0988a970718c11d2ed9b306d70d45e3,1,0.00,0.00,0.00,Default,,gsco
wsfTrendli,32500395Trendli.USD,F,Ford Motor Company,CFR,Buy to Cover,07/10/2026,07/13/2026,1309,0.0065,14.0150,(18345.64),(8.51),0.00,(18354.14),Common Stock,,,,,USD,925c00f01674459d95d431f1ba1f9f93_6361e8980168257a5ca7e5f55d65d1f4,1,0.00,0.00,0.00,Default,,cant
wsfFCMAlpha,9823_CROS_FCMAlpha.USD,AVO,"Mission Produce, Inc.",CROS,Sell to Close,07/10/2026,07/10/2026,(1084),0.0000,13.3300,14449.72,(0.00),0.00,14449.72,Common Stock,,,,,USD,fb3c6bf4480fa616413894ecf42a9aba_78f0ff57c903e9d23322e75246575711,(1),0.00,0.00,0.00,Default,,cros
wsfFCMAlpha,065448128FCMAlpha.USD,XLRE,State Street Real Estate Select Sector SPDR ETF,PREX,Short Sell,07/10/2026,07/13/2026,(654),0.0500,44.2925,28967.29,(32.70),(0.60),28933.99,Common Stock,,,,,USD,24b371b038f3869443f533a2931fd7f3_4fc362f270110ecc7ae7463f13eed099,(1),(0.60),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,CSCO,"Cisco Systems, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(4),0.0100,120.0200,480.08,(0.04),(0.01),480.03,Common Stock,,,,,USD,119c6e2c11b5096d1f165b9f65ae330f_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfTrendli,32500395Trendli.USD,PYPL,"PayPal Holdings, Inc.",CFR,Buy to Cover,07/10/2026,07/13/2026,6363,0.0065,46.0926,(293287.21),(41.36),0.00,(293328.57),Common Stock,,,,,USD,da1dd113aaaee1fb90ccab8ffa9c3bf9_6361e8980168257a5ca7e5f55d65d1f4,1,0.00,0.00,0.00,Default,,cant
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,AOSL,Alpha and Omega Semiconductor Limited,GSPT,Buy to Cover,07/10/2026,07/13/2026,13,0.0100,37.6700,(489.71),(0.13),0.00,(489.84),Common Stock,,,,,USD,ecf024f1c4a6aa2edb0b51352fc361fb_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
